"country","state","city","zip_from","zip_to","weight_from","weight_to","price_from","price_to","qty_from","qty_to","frpp","name_delivery","shipping_type","rate","ppp","frpuw","estimated_delivery"
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"64.001",65,0,99999999,0,99999999,"27.482","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"65.001",66,0,99999999,0,99999999,"27.804","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"66.001",67,0,99999999,0,99999999,"28.098","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"67.001",68,0,99999999,0,99999999,"28.28","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"68.001",69,0,99999999,0,99999999,"28.546","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"69.001",70,0,99999999,0,99999999,"28.644","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"70.001",71,0,99999999,0,99999999,"22.456","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"71.001",72,0,99999999,0,99999999,"22.974","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"72.001",73,0,99999999,0,99999999,"23.338","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"73.001",74,0,99999999,0,99999999,"24.402","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"74.001",75,0,99999999,0,99999999,"25.536","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"75.001",76,0,99999999,0,99999999,"26.516","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"76.001",77,0,99999999,0,99999999,"27.79","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"77.001",78,0,99999999,0,99999999,"28.112","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"78.001",79,0,99999999,0,99999999,"29.372","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"79.001",80,0,99999999,0,99999999,"30.184","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"80.001",81,0,99999999,0,99999999,"31.164","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"81.001",82,0,99999999,0,99999999,"31.92","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"82.001",83,0,99999999,0,99999999,"32.508","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"83.001",84,0,99999999,0,99999999,"33.474","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"84.001",85,0,99999999,0,99999999,"34.384","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"85.001",86,0,99999999,0,99999999,"35.672","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"86.001",87,0,99999999,0,99999999,"36.358","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"87.001",88,0,99999999,0,99999999,"38.234","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"88.001",89,0,99999999,0,99999999,"39.564","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"89.001",90,0,99999999,0,99999999,"40.474","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"90.001",91,0,99999999,0,99999999,"40.726","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"91.001",92,0,99999999,0,99999999,"42.518","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"92.001",93,0,99999999,0,99999999,"42.714","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"93.001",94,0,99999999,0,99999999,"43.708","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"94.001",95,0,99999999,0,99999999,"44.73","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"95.001",96,0,99999999,0,99999999,"45.724","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"96.001",97,0,99999999,0,99999999,"46.788","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"97.001",98,0,99999999,0,99999999,"47.852","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"98.001",99,0,99999999,0,99999999,"48.902","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"99.001",100,0,99999999,0,99999999,"49.812","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"100.001",101,0,99999999,0,99999999,"49.84","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"101.001",102,0,99999999,0,99999999,"50.26","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"102.001",103,0,99999999,0,99999999,"51.632","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"103.001",104,0,99999999,0,99999999,"51.94","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"104.001",105,0,99999999,0,99999999,"52.794","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"105.001",106,0,99999999,0,99999999,"53.662","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"106.001",107,0,99999999,0,99999999,"54.446","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"107.001",108,0,99999999,0,99999999,"55.23","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"108.001",109,0,99999999,0,99999999,"56.028","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"109.001",110,0,99999999,0,99999999,"56.714","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"110.001",111,0,99999999,0,99999999,"57.344","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"111.001",112,0,99999999,0,99999999,"58.506","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"112.001",113,0,99999999,0,99999999,"58.576","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"113.001",114,0,99999999,0,99999999,"59.192","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"114.001",115,0,99999999,0,99999999,"59.836","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"115.001",116,0,99999999,0,99999999,"60.452","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"116.001",117,0,99999999,0,99999999,"61.054","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"117.001",118,0,99999999,0,99999999,"61.698","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"118.001",119,0,99999999,0,99999999,"62.342","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"119.001",120,0,99999999,0,99999999,"63.42","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"120.001",121,0,99999999,0,99999999,"64.12","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"121.001",122,0,99999999,0,99999999,"64.568","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"122.001",123,0,99999999,0,99999999,"65.212","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"123.001",124,0,99999999,0,99999999,"65.842","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"124.001",125,0,99999999,0,99999999,"66.5","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"125.001",126,0,99999999,0,99999999,"67.774","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"126.001",127,0,99999999,0,99999999,"67.844","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"127.001",128,0,99999999,0,99999999,"68.474","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"128.001",129,0,99999999,0,99999999,"69.776","Ground",,0,0,0,0
"US",0,,"00500-00599,01000-01399,01500-01699,05200-05399,06000-12799,13700-13999,14800-14999,17000-19999,21000-21299,21900-21999",,"129.001",130,0,99999999,0,99999999,"69.804","Ground",,0,0,0,0
