"view_id";"post_id";"customer_id";"session_id";"remote_addr";"store_id";"created_at";"referer_url"
"434";"62";NULL;"9ac4c741b909044091228bd464b2eb6a";"0";"1";"2020-09-13 14:01:53";"https://theliquorstore.com/"
"435";"14";NULL;"8a947aaccea9331e322cd8272f7f4dab";"0";"1";"2020-09-13 17:05:40";"https://theliquorstore.com/"
"436";"57";NULL;"79d501f09a6f6aa2ef99879d3f311df1";"0";"1";"2020-09-13 18:11:53";"https://theliquorstore.com/"
"437";"73";NULL;"313ab4811495ecdd8b023d176f20cf6a";"0";"1";"2020-09-13 22:49:33";"https://theliquorstore.com/"
"438";"21";NULL;"65d522cc270b98fbded50cdde6da527e";"0";"1";"2020-09-14 12:38:02";"https://theliquorstore.com/"
"439";"25";NULL;"71a7b4bbba0c5bac365684badf4d4482";"0";"1";"2020-09-14 12:38:03";"https://theliquorstore.com/"
"440";"54";NULL;"4a345cba42f7e631303d67fcbd99e9c7";"0";"1";"2020-09-14 13:15:31";"https://theliquorstore.com/blog.html"
